iteration,route,scenario,month,meets_efficiency,meets_service,meets_carbon,composite_success
13,Hybrid,1,11,0.0,0.0,0.0,0.0
13,Kazakhstan,1,12,0.0,0.0,0.0,0.0
13,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
13,Hybrid,1,12,0.0,0.0,0.0,0.0
14,Kazakhstan,1,1,1.0,1.0,1.0,1.0
14,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
14,Hybrid,1,1,1.0,1.0,0.0,0.0
14,Kazakhstan,1,2,1.0,1.0,1.0,1.0
14,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
14,Hybrid,1,2,1.0,1.0,1.0,1.0
14,Kazakhstan,1,3,1.0,1.0,1.0,1.0
14,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
14,Hybrid,1,3,1.0,1.0,1.0,1.0
14,Kazakhstan,1,4,1.0,1.0,1.0,1.0
14,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
14,Hybrid,1,4,1.0,1.0,1.0,1.0
14,Kazakhstan,1,5,1.0,0.0,1.0,0.0
14,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
14,Hybrid,1,5,1.0,1.0,1.0,1.0
14,Kazakhstan,1,6,1.0,1.0,1.0,1.0
14,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
14,Hybrid,1,6,1.0,0.0,1.0,0.0
14,Kazakhstan,1,7,1.0,1.0,1.0,1.0
14,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
14,Hybrid,1,7,1.0,0.0,1.0,0.0
14,Kazakhstan,1,8,1.0,1.0,0.0,0.0
14,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
14,Hybrid,1,8,0.0,1.0,0.0,0.0
14,Kazakhstan,1,9,0.0,1.0,0.0,0.0
14,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
14,Hybrid,1,9,0.0,1.0,0.0,0.0
14,Kazakhstan,1,10,0.0,0.0,0.0,0.0
14,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
14,Hybrid,1,10,0.0,0.0,0.0,0.0
14,Kazakhstan,1,11,0.0,0.0,0.0,0.0
14,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
14,Hybrid,1,11,0.0,0.0,0.0,0.0
14,Kazakhstan,1,12,0.0,0.0,0.0,0.0
14,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
14,Hybrid,1,12,0.0,0.0,0.0,0.0
15,Kazakhstan,1,1,1.0,1.0,1.0,1.0
15,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
15,Hybrid,1,1,1.0,1.0,0.0,0.0
15,Kazakhstan,1,2,1.0,1.0,1.0,1.0
15,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
15,Hybrid,1,2,1.0,1.0,1.0,1.0
15,Kazakhstan,1,3,1.0,1.0,1.0,1.0
15,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
15,Hybrid,1,3,1.0,1.0,1.0,1.0
15,Kazakhstan,1,4,1.0,1.0,1.0,1.0
15,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
15,Hybrid,1,4,1.0,1.0,1.0,1.0
15,Kazakhstan,1,5,1.0,0.0,1.0,0.0
15,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
15,Hybrid,1,5,1.0,1.0,1.0,1.0
15,Kazakhstan,1,6,1.0,1.0,1.0,1.0
15,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
15,Hybrid,1,6,1.0,0.0,1.0,0.0
15,Kazakhstan,1,7,1.0,1.0,1.0,1.0
15,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
15,Hybrid,1,7,1.0,0.0,1.0,0.0
15,Kazakhstan,1,8,1.0,1.0,0.0,0.0
15,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
15,Hybrid,1,8,0.0,1.0,0.0,0.0
15,Kazakhstan,1,9,0.0,1.0,0.0,0.0
15,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
15,Hybrid,1,9,0.0,1.0,0.0,0.0
15,Kazakhstan,1,10,0.0,0.0,0.0,0.0
15,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
15,Hybrid,1,10,0.0,0.0,0.0,0.0
15,Kazakhstan,1,11,0.0,0.0,0.0,0.0
15,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
15,Hybrid,1,11,0.0,0.0,0.0,0.0
15,Kazakhstan,1,12,0.0,0.0,0.0,0.0
15,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
15,Hybrid,1,12,0.0,0.0,0.0,0.0
16,Kazakhstan,1,1,1.0,1.0,1.0,1.0
16,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
16,Hybrid,1,1,1.0,1.0,0.0,0.0
16,Kazakhstan,1,2,1.0,1.0,1.0,1.0
16,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
16,Hybrid,1,2,1.0,1.0,1.0,1.0
16,Kazakhstan,1,3,1.0,1.0,1.0,1.0
16,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
16,Hybrid,1,3,1.0,1.0,1.0,1.0
16,Kazakhstan,1,4,1.0,1.0,1.0,1.0
16,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
16,Hybrid,1,4,1.0,1.0,1.0,1.0
16,Kazakhstan,1,5,1.0,0.0,1.0,0.0
16,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
16,Hybrid,1,5,1.0,1.0,1.0,1.0
16,Kazakhstan,1,6,1.0,1.0,1.0,1.0
16,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
16,Hybrid,1,6,1.0,0.0,1.0,0.0
16,Kazakhstan,1,7,1.0,1.0,1.0,1.0
16,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
16,Hybrid,1,7,1.0,0.0,1.0,0.0
16,Kazakhstan,1,8,1.0,1.0,0.0,0.0
16,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
16,Hybrid,1,8,0.0,1.0,0.0,0.0
16,Kazakhstan,1,9,0.0,1.0,0.0,0.0
16,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
16,Hybrid,1,9,0.0,1.0,0.0,0.0
16,Kazakhstan,1,10,0.0,0.0,0.0,0.0
16,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
16,Hybrid,1,10,0.0,0.0,0.0,0.0
16,Kazakhstan,1,11,0.0,0.0,0.0,0.0
16,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
16,Hybrid,1,11,0.0,0.0,0.0,0.0
16,Kazakhstan,1,12,0.0,0.0,0.0,0.0
16,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
16,Hybrid,1,12,0.0,0.0,0.0,0.0
17,Kazakhstan,1,1,1.0,1.0,1.0,1.0
17,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
17,Hybrid,1,1,1.0,1.0,0.0,0.0
17,Kazakhstan,1,2,1.0,1.0,1.0,1.0
17,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
17,Hybrid,1,2,1.0,1.0,1.0,1.0
17,Kazakhstan,1,3,1.0,1.0,1.0,1.0
17,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
17,Hybrid,1,3,1.0,1.0,1.0,1.0
17,Kazakhstan,1,4,1.0,1.0,1.0,1.0
17,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
17,Hybrid,1,4,1.0,1.0,1.0,1.0
17,Kazakhstan,1,5,1.0,0.0,1.0,0.0
17,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
17,Hybrid,1,5,1.0,1.0,1.0,1.0
17,Kazakhstan,1,6,1.0,1.0,1.0,1.0
17,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
17,Hybrid,1,6,1.0,0.0,1.0,0.0
17,Kazakhstan,1,7,1.0,1.0,1.0,1.0
17,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
17,Hybrid,1,7,1.0,0.0,1.0,0.0
17,Kazakhstan,1,8,1.0,1.0,0.0,0.0
17,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
17,Hybrid,1,8,0.0,1.0,0.0,0.0
17,Kazakhstan,1,9,0.0,1.0,0.0,0.0
17,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
17,Hybrid,1,9,0.0,1.0,0.0,0.0
17,Kazakhstan,1,10,0.0,0.0,0.0,0.0
17,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
17,Hybrid,1,10,0.0,0.0,0.0,0.0
17,Kazakhstan,1,11,0.0,0.0,0.0,0.0
17,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
17,Hybrid,1,11,0.0,0.0,0.0,0.0
17,Kazakhstan,1,12,0.0,0.0,0.0,0.0
17,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
17,Hybrid,1,12,0.0,0.0,0.0,0.0
18,Kazakhstan,1,1,1.0,1.0,1.0,1.0
18,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
18,Hybrid,1,1,1.0,1.0,0.0,0.0
18,Kazakhstan,1,2,1.0,1.0,1.0,1.0
18,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
18,Hybrid,1,2,1.0,1.0,1.0,1.0
18,Kazakhstan,1,3,1.0,1.0,1.0,1.0
18,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
18,Hybrid,1,3,1.0,1.0,1.0,1.0
18,Kazakhstan,1,4,1.0,1.0,1.0,1.0
18,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
18,Hybrid,1,4,1.0,1.0,1.0,1.0
18,Kazakhstan,1,5,1.0,0.0,1.0,0.0
18,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
18,Hybrid,1,5,1.0,1.0,1.0,1.0
18,Kazakhstan,1,6,1.0,1.0,1.0,1.0
18,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
18,Hybrid,1,6,1.0,0.0,1.0,0.0
18,Kazakhstan,1,7,1.0,1.0,1.0,1.0
18,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
18,Hybrid,1,7,1.0,0.0,1.0,0.0
18,Kazakhstan,1,8,1.0,1.0,0.0,0.0
18,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
18,Hybrid,1,8,0.0,1.0,0.0,0.0
18,Kazakhstan,1,9,0.0,1.0,0.0,0.0
18,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
18,Hybrid,1,9,0.0,1.0,0.0,0.0
18,Kazakhstan,1,10,0.0,0.0,0.0,0.0
18,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
18,Hybrid,1,10,0.0,0.0,0.0,0.0
18,Kazakhstan,1,11,0.0,0.0,0.0,0.0
18,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
18,Hybrid,1,11,0.0,0.0,0.0,0.0
18,Kazakhstan,1,12,0.0,0.0,0.0,0.0
18,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
18,Hybrid,1,12,0.0,0.0,0.0,0.0
19,Kazakhstan,1,1,1.0,1.0,1.0,1.0
19,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
19,Hybrid,1,1,1.0,1.0,0.0,0.0
19,Kazakhstan,1,2,1.0,1.0,1.0,1.0
19,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
19,Hybrid,1,2,1.0,1.0,1.0,1.0
19,Kazakhstan,1,3,1.0,1.0,1.0,1.0
19,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
19,Hybrid,1,3,1.0,1.0,1.0,1.0
19,Kazakhstan,1,4,1.0,1.0,1.0,1.0
19,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
19,Hybrid,1,4,1.0,1.0,1.0,1.0
19,Kazakhstan,1,5,1.0,0.0,1.0,0.0
19,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
19,Hybrid,1,5,1.0,1.0,1.0,1.0
19,Kazakhstan,1,6,1.0,1.0,1.0,1.0
19,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
19,Hybrid,1,6,1.0,0.0,1.0,0.0
19,Kazakhstan,1,7,1.0,1.0,1.0,1.0
19,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
19,Hybrid,1,7,1.0,0.0,1.0,0.0
19,Kazakhstan,1,8,1.0,1.0,0.0,0.0
19,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
19,Hybrid,1,8,0.0,1.0,0.0,0.0
19,Kazakhstan,1,9,0.0,1.0,0.0,0.0
19,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
19,Hybrid,1,9,0.0,1.0,0.0,0.0
19,Kazakhstan,1,10,0.0,0.0,0.0,0.0
19,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
19,Hybrid,1,10,0.0,0.0,0.0,0.0
19,Kazakhstan,1,11,0.0,0.0,0.0,0.0
19,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
19,Hybrid,1,11,0.0,0.0,0.0,0.0
19,Kazakhstan,1,12,0.0,0.0,0.0,0.0
19,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
19,Hybrid,1,12,0.0,0.0,0.0,0.0
20,Kazakhstan,1,1,1.0,1.0,1.0,1.0
20,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
20,Hybrid,1,1,1.0,1.0,0.0,0.0
20,Kazakhstan,1,2,1.0,1.0,1.0,1.0
20,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
20,Hybrid,1,2,1.0,1.0,1.0,1.0
20,Kazakhstan,1,3,1.0,1.0,1.0,1.0
20,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
20,Hybrid,1,3,1.0,1.0,1.0,1.0
20,Kazakhstan,1,4,1.0,1.0,1.0,1.0
20,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
20,Hybrid,1,4,1.0,1.0,1.0,1.0
20,Kazakhstan,1,5,1.0,0.0,1.0,0.0
20,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
20,Hybrid,1,5,1.0,1.0,1.0,1.0
20,Kazakhstan,1,6,1.0,1.0,1.0,1.0
20,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
20,Hybrid,1,6,1.0,0.0,1.0,0.0
20,Kazakhstan,1,7,1.0,1.0,1.0,1.0
20,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
20,Hybrid,1,7,1.0,0.0,1.0,0.0
20,Kazakhstan,1,8,1.0,1.0,0.0,0.0
20,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
20,Hybrid,1,8,0.0,1.0,0.0,0.0
20,Kazakhstan,1,9,0.0,1.0,0.0,0.0
20,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
20,Hybrid,1,9,0.0,1.0,0.0,0.0
20,Kazakhstan,1,10,0.0,0.0,0.0,0.0
20,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
20,Hybrid,1,10,0.0,0.0,0.0,0.0
20,Kazakhstan,1,11,0.0,0.0,0.0,0.0
20,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
20,Hybrid,1,11,0.0,0.0,0.0,0.0
20,Kazakhstan,1,12,0.0,0.0,0.0,0.0
20,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
20,Hybrid,1,12,0.0,0.0,0.0,0.0
21,Kazakhstan,1,1,1.0,1.0,1.0,1.0
21,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
21,Hybrid,1,1,1.0,1.0,0.0,0.0
21,Kazakhstan,1,2,1.0,1.0,1.0,1.0
21,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
21,Hybrid,1,2,1.0,1.0,1.0,1.0
21,Kazakhstan,1,3,1.0,1.0,1.0,1.0
21,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
21,Hybrid,1,3,1.0,1.0,1.0,1.0
21,Kazakhstan,1,4,1.0,1.0,1.0,1.0
21,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
21,Hybrid,1,4,1.0,1.0,1.0,1.0
21,Kazakhstan,1,5,1.0,0.0,1.0,0.0
21,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
21,Hybrid,1,5,1.0,1.0,1.0,1.0
21,Kazakhstan,1,6,1.0,1.0,1.0,1.0
21,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
21,Hybrid,1,6,1.0,0.0,1.0,0.0
21,Kazakhstan,1,7,1.0,1.0,1.0,1.0
21,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
21,Hybrid,1,7,1.0,0.0,1.0,0.0
21,Kazakhstan,1,8,1.0,1.0,0.0,0.0
21,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
21,Hybrid,1,8,0.0,1.0,0.0,0.0
21,Kazakhstan,1,9,0.0,1.0,0.0,0.0
21,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
21,Hybrid,1,9,0.0,1.0,0.0,0.0
21,Kazakhstan,1,10,0.0,0.0,0.0,0.0
21,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
21,Hybrid,1,10,0.0,0.0,0.0,0.0
21,Kazakhstan,1,11,0.0,0.0,0.0,0.0
21,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
21,Hybrid,1,11,0.0,0.0,0.0,0.0
21,Kazakhstan,1,12,0.0,0.0,0.0,0.0
21,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
21,Hybrid,1,12,0.0,0.0,0.0,0.0
22,Kazakhstan,1,1,1.0,1.0,1.0,1.0
22,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
22,Hybrid,1,1,1.0,1.0,0.0,0.0
22,Kazakhstan,1,2,1.0,1.0,1.0,1.0
22,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
22,Hybrid,1,2,1.0,1.0,1.0,1.0
22,Kazakhstan,1,3,1.0,1.0,1.0,1.0
22,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
22,Hybrid,1,3,1.0,1.0,1.0,1.0
22,Kazakhstan,1,4,1.0,1.0,1.0,1.0
22,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
22,Hybrid,1,4,1.0,1.0,1.0,1.0
22,Kazakhstan,1,5,1.0,0.0,1.0,0.0
22,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
22,Hybrid,1,5,1.0,1.0,1.0,1.0
22,Kazakhstan,1,6,1.0,1.0,1.0,1.0
22,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
22,Hybrid,1,6,1.0,0.0,1.0,0.0
22,Kazakhstan,1,7,1.0,1.0,1.0,1.0
22,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
22,Hybrid,1,7,1.0,0.0,1.0,0.0
22,Kazakhstan,1,8,1.0,1.0,0.0,0.0
22,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
22,Hybrid,1,8,0.0,1.0,0.0,0.0
22,Kazakhstan,1,9,0.0,1.0,0.0,0.0
22,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
22,Hybrid,1,9,0.0,1.0,0.0,0.0
22,Kazakhstan,1,10,0.0,0.0,0.0,0.0
22,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
22,Hybrid,1,10,0.0,0.0,0.0,0.0
22,Kazakhstan,1,11,0.0,0.0,0.0,0.0
22,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
22,Hybrid,1,11,0.0,0.0,0.0,0.0
22,Kazakhstan,1,12,0.0,0.0,0.0,0.0
22,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
22,Hybrid,1,12,0.0,0.0,0.0,0.0
23,Kazakhstan,1,1,1.0,1.0,1.0,1.0
23,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
23,Hybrid,1,1,1.0,1.0,0.0,0.0
23,Kazakhstan,1,2,1.0,1.0,1.0,1.0
23,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
23,Hybrid,1,2,1.0,1.0,1.0,1.0
23,Kazakhstan,1,3,1.0,1.0,1.0,1.0
23,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
23,Hybrid,1,3,1.0,1.0,1.0,1.0
23,Kazakhstan,1,4,1.0,1.0,1.0,1.0
23,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
23,Hybrid,1,4,1.0,1.0,1.0,1.0
23,Kazakhstan,1,5,1.0,0.0,1.0,0.0
23,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
23,Hybrid,1,5,1.0,1.0,1.0,1.0
23,Kazakhstan,1,6,1.0,1.0,1.0,1.0
23,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
23,Hybrid,1,6,1.0,0.0,1.0,0.0
23,Kazakhstan,1,7,1.0,1.0,1.0,1.0
23,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
23,Hybrid,1,7,1.0,0.0,1.0,0.0
23,Kazakhstan,1,8,1.0,1.0,0.0,0.0
23,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
23,Hybrid,1,8,0.0,1.0,0.0,0.0
23,Kazakhstan,1,9,0.0,1.0,0.0,0.0
23,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
23,Hybrid,1,9,0.0,1.0,0.0,0.0
23,Kazakhstan,1,10,0.0,0.0,0.0,0.0
23,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
23,Hybrid,1,10,0.0,0.0,0.0,0.0
23,Kazakhstan,1,11,0.0,0.0,0.0,0.0
23,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
23,Hybrid,1,11,0.0,0.0,0.0,0.0
23,Kazakhstan,1,12,0.0,0.0,0.0,0.0
23,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
23,Hybrid,1,12,0.0,0.0,0.0,0.0
24,Kazakhstan,1,1,1.0,1.0,1.0,1.0
24,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
24,Hybrid,1,1,1.0,1.0,0.0,0.0
24,Kazakhstan,1,2,1.0,1.0,1.0,1.0
24,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
24,Hybrid,1,2,1.0,1.0,1.0,1.0
24,Kazakhstan,1,3,1.0,1.0,1.0,1.0
24,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
24,Hybrid,1,3,1.0,1.0,1.0,1.0
24,Kazakhstan,1,4,1.0,1.0,1.0,1.0
24,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
24,Hybrid,1,4,1.0,1.0,1.0,1.0
24,Kazakhstan,1,5,1.0,0.0,1.0,0.0
24,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
24,Hybrid,1,5,1.0,1.0,1.0,1.0
24,Kazakhstan,1,6,1.0,1.0,1.0,1.0
24,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
24,Hybrid,1,6,1.0,0.0,1.0,0.0
24,Kazakhstan,1,7,1.0,1.0,1.0,1.0
24,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
24,Hybrid,1,7,1.0,0.0,1.0,0.0
24,Kazakhstan,1,8,1.0,1.0,0.0,0.0
24,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
24,Hybrid,1,8,0.0,1.0,0.0,0.0
24,Kazakhstan,1,9,0.0,1.0,0.0,0.0
24,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
24,Hybrid,1,9,0.0,1.0,0.0,0.0
24,Kazakhstan,1,10,0.0,0.0,0.0,0.0
24,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
24,Hybrid,1,10,0.0,0.0,0.0,0.0
24,Kazakhstan,1,11,0.0,0.0,0.0,0.0
24,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
24,Hybrid,1,11,0.0,0.0,0.0,0.0
24,Kazakhstan,1,12,0.0,0.0,0.0,0.0
24,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
24,Hybrid,1,12,0.0,0.0,0.0,0.0
25,Kazakhstan,1,1,1.0,1.0,1.0,1.0
25,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
25,Hybrid,1,1,1.0,1.0,0.0,0.0
25,Kazakhstan,1,2,1.0,1.0,1.0,1.0
25,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
25,Hybrid,1,2,1.0,1.0,1.0,1.0
25,Kazakhstan,1,3,1.0,1.0,1.0,1.0
25,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
25,Hybrid,1,3,1.0,1.0,1.0,1.0
25,Kazakhstan,1,4,1.0,1.0,1.0,1.0
25,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
25,Hybrid,1,4,1.0,1.0,1.0,1.0
25,Kazakhstan,1,5,1.0,0.0,1.0,0.0
25,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
25,Hybrid,1,5,1.0,1.0,1.0,1.0
25,Kazakhstan,1,6,1.0,1.0,1.0,1.0
25,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
25,Hybrid,1,6,1.0,0.0,1.0,0.0
25,Kazakhstan,1,7,1.0,1.0,1.0,1.0
25,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
25,Hybrid,1,7,1.0,0.0,1.0,0.0
25,Kazakhstan,1,8,1.0,1.0,0.0,0.0
25,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
25,Hybrid,1,8,0.0,1.0,0.0,0.0
25,Kazakhstan,1,9,0.0,1.0,0.0,0.0
25,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
25,Hybrid,1,9,0.0,1.0,0.0,0.0
25,Kazakhstan,1,10,0.0,0.0,0.0,0.0
25,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
25,Hybrid,1,10,0.0,0.0,0.0,0.0
25,Kazakhstan,1,11,0.0,0.0,0.0,0.0
25,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
25,Hybrid,1,11,0.0,0.0,0.0,0.0
25,Kazakhstan,1,12,0.0,0.0,0.0,0.0
25,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
25,Hybrid,1,12,0.0,0.0,0.0,0.0
26,Kazakhstan,1,1,1.0,1.0,1.0,1.0
26,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
26,Hybrid,1,1,1.0,1.0,0.0,0.0
26,Kazakhstan,1,2,1.0,1.0,1.0,1.0
26,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
26,Hybrid,1,2,1.0,1.0,1.0,1.0
26,Kazakhstan,1,3,1.0,1.0,1.0,1.0
26,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
26,Hybrid,1,3,1.0,1.0,1.0,1.0
26,Kazakhstan,1,4,1.0,1.0,1.0,1.0
26,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
26,Hybrid,1,4,1.0,1.0,1.0,1.0
26,Kazakhstan,1,5,1.0,0.0,1.0,0.0
26,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
26,Hybrid,1,5,1.0,1.0,1.0,1.0
26,Kazakhstan,1,6,1.0,1.0,1.0,1.0
26,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
26,Hybrid,1,6,1.0,0.0,1.0,0.0
26,Kazakhstan,1,7,1.0,1.0,1.0,1.0
26,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
26,Hybrid,1,7,1.0,0.0,1.0,0.0
26,Kazakhstan,1,8,1.0,1.0,0.0,0.0
26,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
26,Hybrid,1,8,0.0,1.0,0.0,0.0
26,Kazakhstan,1,9,0.0,1.0,0.0,0.0
26,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
26,Hybrid,1,9,0.0,1.0,0.0,0.0
26,Kazakhstan,1,10,0.0,0.0,0.0,0.0
26,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
